V,J,w,dprime,P,th,R,Ptilde(y1),Jtilde,M,
       -20.9704,         0.9367,         0.7822,         0.0195,         0.4338,         3.7223,         0.1852,         0.2716,         0.9367,  1724,
       -20.9690,         0.9358,         0.7830,         0.0195,         0.4336,         3.7171,         0.1848,         0.2716,         0.9358,  1724,
       -20.9675,         0.9350,         0.7839,         0.0195,         0.4334,         3.7119,         0.1844,         0.2710,         0.9350,  1725,
       -20.9661,         0.9341,         0.7848,         0.0195,         0.4332,         3.7066,         0.1840,         0.2710,         0.9341,  1725,
       -20.9646,         0.9332,         0.7856,         0.0195,         0.4330,         3.7014,         0.1836,         0.2710,         0.9332,  1725,
       -20.9632,         0.9324,         0.7865,         0.0195,         0.4327,         3.6961,         0.1832,         0.2710,         0.9324,  1725,
       -20.9617,         0.9315,         0.7874,         0.0195,         0.4325,         3.6909,         0.1828,         0.2704,         0.9315,  1726,
       -20.9602,         0.9306,         0.7882,         0.0195,         0.4323,         3.6856,         0.1825,         0.2704,         0.9306,  1726,
       -20.9588,         0.9297,         0.7891,         0.0195,         0.4321,         3.6803,         0.1821,         0.2704,         0.9297,  1726,
       -20.9573,         0.9289,         0.7900,         0.0195,         0.4319,         3.6750,         0.1817,         0.2704,         0.9289,  1726,
       -20.9559,         0.9280,         0.7909,         0.0195,         0.4317,         3.6697,         0.1813,         0.2698,         0.9280,  1727,
       -20.9544,         0.9271,         0.7918,         0.0195,         0.4315,         3.6644,         0.1809,         0.2698,         0.9271,  1727,
       -20.9530,         0.9262,         0.7926,         0.0195,         0.4313,         3.6591,         0.1805,         0.2698,         0.9262,  1727,
       -20.9515,         0.9253,         0.7935,         0.0195,         0.4310,         3.6538,         0.1801,         0.2698,         0.9253,  1727,
       -20.9500,         0.9244,         0.7944,         0.0195,         0.4308,         3.6484,         0.1797,         0.2692,         0.9244,  1728,
       -20.9486,         0.9235,         0.7953,         0.0195,         0.4306,         3.6431,         0.1793,         0.2692,         0.9235,  1728,
       -20.9471,         0.9227,         0.7962,         0.0195,         0.4304,         3.6377,         0.1789,         0.2692,         0.9227,  1728,
       -20.9457,         0.9218,         0.7971,         0.0195,         0.4302,         3.6324,         0.1785,         0.2692,         0.9218,  1728,
       -20.9442,         0.9209,         0.7980,         0.0195,         0.4299,         3.6270,         0.1781,         0.2692,         0.9209,  1728,
       -20.9428,         0.9200,         0.7989,         0.0195,         0.4297,         3.6216,         0.1777,         0.2686,         0.9200,  1729,
       -20.9413,         0.9191,         0.7998,         0.0195,         0.4295,         3.6162,         0.1773,         0.2686,         0.9191,  1729,
       -20.9398,         0.9182,         0.8007,         0.0195,         0.4293,         3.6107,         0.1770,         0.2686,         0.9182,  1729,
       -20.9384,         0.9173,         0.8016,         0.0195,         0.4291,         3.6053,         0.1766,         0.2686,         0.9173,  1729,
       -20.9369,         0.9164,         0.7920,         0.0195,         0.4288,         3.6000,         0.1762,         0.2681,         0.9164,  1730,
       -20.9355,         0.9155,         0.7929,         0.0195,         0.4286,         3.5947,         0.1758,         0.2681,         0.9155,  1730,
       -20.9340,         0.9146,         0.7938,         0.0195,         0.4284,         3.5894,         0.1754,         0.2681,         0.9146,  1730,
       -20.9326,         0.9137,         0.7946,         0.0195,         0.4282,         3.5841,         0.1750,         0.2681,         0.9137,  1730,
       -20.9311,         0.9128,         0.7955,         0.0195,         0.4280,         3.5787,         0.1746,         0.2675,         0.9128,  1731,
       -20.9296,         0.9119,         0.7964,         0.0195,         0.4277,         3.5734,         0.1742,         0.2675,         0.9119,  1731,
       -20.9282,         0.9110,         0.7973,         0.0195,         0.4275,         3.5680,         0.1738,         0.2675,         0.9110,  1731,
       -20.9267,         0.9101,         0.7950,         0.0195,         0.4273,         3.5627,         0.1734,         0.2675,         0.9101,  1731,
       -20.9253,         0.9092,         0.7959,         0.0195,         0.4271,         3.5573,         0.1730,         0.2669,         0.9092,  1732,
       -20.9238,         0.9084,         0.7968,         0.0195,         0.4269,         3.5520,         0.1727,         0.2663,         0.9084,  1733,
       -20.9224,         0.9075,         0.7977,         0.0195,         0.4266,         3.5466,         0.1723,         0.2663,         0.9075,  1733,
       -20.9209,         0.9066,         0.7986,         0.0195,         0.4264,         3.5412,         0.1719,         0.2663,         0.9066,  1733,
       -20.9194,         0.9057,         0.7995,         0.0195,         0.4262,         3.5359,         0.1715,         0.2663,         0.9057,  1733,
       -20.9180,         0.9048,         0.7971,         0.0195,         0.4260,         3.5305,         0.1711,         0.2663,         0.9048,  1733,
       -20.9165,         0.9039,         0.7980,         0.0195,         0.4257,         3.5251,         0.1707,         0.2657,         0.9039,  1734,
       -20.9151,         0.9030,         0.7989,         0.0195,         0.4255,         3.5198,         0.1703,         0.2657,         0.9030,  1734,
       -20.9136,         0.9021,         0.7966,         0.0195,         0.4253,         3.5144,         0.1699,         0.2657,         0.9021,  1734,
       -20.9122,         0.9012,         0.7974,         0.0195,         0.4251,         3.5091,         0.1696,         0.2644,         0.9012,  1736,
       -20.9107,         0.9003,         0.7983,         0.0195,         0.4248,         3.5037,         0.1692,         0.2644,         0.9003,  1736,
       -20.9092,         0.8994,         0.7992,         0.0195,         0.4246,         3.4983,         0.1688,         0.2638,         0.8994,  1737,
       -20.9078,         0.8985,         0.8001,         0.0195,         0.4244,         3.4929,         0.1684,         0.2638,         0.8985,  1737,
       -20.9063,         0.8976,         0.8010,         0.0195,         0.4241,         3.4876,         0.1680,         0.2638,         0.8976,  1737,
       -20.9049,         0.8967,         0.8020,         0.0195,         0.4239,         3.4822,         0.1676,         0.2638,         0.8967,  1737,
       -20.9034,         0.8958,         0.8029,         0.0195,         0.4237,         3.4767,         0.1673,         0.2632,         0.8958,  1738,
       -20.9020,         0.8949,         0.7980,         0.0195,         0.4235,         3.4714,         0.1669,         0.2632,         0.8949,  1738,
       -20.9005,         0.8940,         0.7989,         0.0195,         0.4232,         3.4660,         0.1665,         0.2632,         0.8940,  1738,
       -20.8990,         0.8931,         0.7998,         0.0195,         0.4230,         3.4607,         0.1661,         0.2632,         0.8931,  1738,
       -20.8976,         0.8922,         0.8007,         0.0195,         0.4228,         3.4553,         0.1657,         0.2626,         0.8922,  1739,
       -20.8961,         0.8913,         0.7935,         0.0195,         0.4225,         3.4500,         0.1653,         0.2626,         0.8913,  1739,
       -20.8947,         0.8904,         0.7944,         0.0195,         0.4223,         3.4447,         0.1650,         0.2626,         0.8904,  1739,
       -20.8932,         0.8895,         0.7953,         0.0195,         0.4221,         3.4394,         0.1646,         0.2626,         0.8895,  1739,
       -20.8918,         0.8886,         0.7962,         0.0195,         0.4219,         3.4341,         0.1642,         0.2620,         0.8886,  1740,
       -20.8903,         0.8877,         0.7971,         0.0195,         0.4216,         3.4288,         0.1638,         0.2620,         0.8877,  1740,
       -20.8888,         0.8868,         0.7980,         0.0195,         0.4214,         3.4234,         0.1634,         0.2620,         0.8868,  1740,
       -20.8874,         0.8859,         0.7989,         0.0195,         0.4212,         3.4181,         0.1630,         0.2620,         0.8859,  1740,
       -20.8859,         0.8850,         0.7998,         0.0195,         0.4209,         3.4127,         0.1627,         0.2620,         0.8850,  1740,
       -20.8845,         0.8841,         0.8007,         0.0195,         0.4207,         3.4074,         0.1623,         0.2614,         0.8841,  1741,
       -20.8830,         0.8832,         0.8016,         0.0195,         0.4205,         3.4020,         0.1619,         0.2614,         0.8832,  1741,
       -20.8816,         0.8823,         0.8025,         0.0195,         0.4202,         3.3966,         0.1615,         0.2614,         0.8823,  1741,
       -20.8801,         0.8814,         0.8034,         0.0195,         0.4200,         3.3912,         0.1611,         0.2614,         0.8814,  1741,
       -20.8786,         0.8805,         0.8043,         0.0195,         0.4198,         3.3858,         0.1608,         0.2608,         0.8805,  1742,
       -20.8772,         0.8796,         0.8052,         0.0195,         0.4195,         3.3804,         0.1604,         0.2608,         0.8796,  1742,
